platform,horizon_label,horizon_hours,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
kalshi,30d,720.0,0,2.5,0-5,3341,34,0.010176593834181383,0.017671355881472613,-0.00749476204729123,0.007291626592547085,0.014186699914752991
kalshi,30d,720.0,5,7.5,5-10,1116,44,0.03942652329749104,0.06668458781362008,-0.02725806451612904,0.02949930068678783,0.05251372686996662
kalshi,30d,720.0,10,12.5,10-15,692,70,0.10115606936416185,0.11721098265895953,-0.016054913294797676,0.08084536948119185,0.12587064174895024
kalshi,30d,720.0,15,17.5,15-20,493,71,0.1440162271805274,0.1681135902636917,-0.02409736308316429,0.11577277527116282,0.1777646418855326
kalshi,30d,720.0,20,22.5,20-25,414,95,0.22946859903381642,0.21838164251207728,0.011086956521739133,0.19156044825042076,0.2723512350286017
kalshi,30d,720.0,25,27.5,25-30,333,75,0.22522522522522523,0.2681681681681682,-0.04294294294294296,0.18363829246131846,0.27307964261558415
kalshi,30d,720.0,30,32.5,30-35,271,89,0.3284132841328413,0.3176752767527675,0.0107380073800738,0.2752364392135897,0.3863868376120438
kalshi,30d,720.0,35,37.5,35-40,251,85,0.3386454183266932,0.36697211155378484,-0.028326693227091637,0.2829222398191948,0.39923326383483976
kalshi,30d,720.0,40,42.5,40-45,239,94,0.39330543933054396,0.41995815899581584,-0.026652719665271885,0.333531040943267,0.456455518196518
kalshi,30d,720.0,45,47.5,45-50,223,90,0.40358744394618834,0.47049327354260095,-0.06690582959641261,0.34135285623361467,0.46908755681231695
kalshi,30d,720.0,50,52.5,50-55,231,114,0.4935064935064935,0.5191341991341991,-0.02562770562770561,0.42966831373069053,0.5575571182200372
kalshi,30d,720.0,55,57.5,55-60,213,122,0.5727699530516432,0.5688262910798122,0.003943661971831047,0.5056257099363471,0.6373357882263672
kalshi,30d,720.0,60,62.5,60-65,236,148,0.6271186440677966,0.6193220338983051,0.0077966101694915135,0.5638483301919794,0.686316778779942
kalshi,30d,720.0,65,67.5,65-70,260,174,0.6692307692307692,0.6716153846153845,-0.0023846153846153184,0.609941182106003,0.7235922712993734
kalshi,30d,720.0,70,72.5,70-75,241,167,0.6929460580912863,0.7184232365145228,-0.02547717842323649,0.6320603851435386,0.7477770281064974
kalshi,30d,720.0,75,77.5,75-80,291,227,0.7800687285223368,0.7705841924398625,0.009484536082474238,0.7289996323729154,0.8238395870588066
kalshi,30d,720.0,80,82.5,80-85,311,261,0.8392282958199357,0.8205144694533761,0.018713826366559605,0.7943038990990664,0.8758743746741581
kalshi,30d,720.0,85,87.5,85-90,404,358,0.8861386138613861,0.8696782178217822,0.01646039603960392,0.8514593377921831,0.9135435456802239
kalshi,30d,720.0,90,92.5,90-95,473,463,0.9788583509513742,0.9213107822410148,0.057547568710359376,0.9615243596186335,0.9884766470049496
kalshi,30d,720.0,95,97.5,95-100,1056,1024,0.9696969696969697,0.9752367424242425,-0.005539772727272796,0.9575345753609058,0.9784543497765864
kalshi,7d,168.0,0,2.5,0-5,7187,66,0.009183247530262974,0.01679977737581745,-0.007616529845554474,0.00722516292961117,0.011665755207147677
kalshi,7d,168.0,5,7.5,5-10,2076,82,0.0394990366088632,0.06723025048169556,-0.027731213872832366,0.031935398573947546,0.04876382390530279
kalshi,7d,168.0,10,12.5,10-15,1183,111,0.09382924767540152,0.11814032121724428,-0.024311073541842768,0.07850241849236188,0.11178548513353055
kalshi,7d,168.0,15,17.5,15-20,889,138,0.15523059617547807,0.1688076490438695,-0.01357705286839142,0.13291430285938322,0.18051374529607905
kalshi,7d,168.0,20,22.5,20-25,849,157,0.18492343934040048,0.21756183745583038,-0.0326383981154299,0.16024750981891547,0.21243787513416382
kalshi,7d,168.0,25,27.5,25-30,709,188,0.2651622002820874,0.26819464033850493,-0.003032440056417507,0.23399813775315742,0.29885740827558155
kalshi,7d,168.0,30,32.5,30-35,575,162,0.2817391304347826,0.3180695652173913,-0.03633043478260872,0.24651183869323845,0.31986348747544047
kalshi,7d,168.0,35,37.5,35-40,520,168,0.3230769230769231,0.36817307692307694,-0.04509615384615384,0.28430557474580676,0.36444320732877455
kalshi,7d,168.0,40,42.5,40-45,483,197,0.4078674948240166,0.41927536231884055,-0.011407867494823976,0.3649337242713367,0.45225527518967884
kalshi,7d,168.0,45,47.5,45-50,543,233,0.429097605893186,0.46928176795580107,-0.04018416206261505,0.3881083612159431,0.47108303899940257
kalshi,7d,168.0,50,52.5,50-55,524,267,0.5095419847328244,0.5194274809160305,-0.00988549618320611,0.4668248259019954,0.5521202515606374
kalshi,7d,168.0,55,57.5,55-60,486,266,0.5473251028806584,0.5686008230452675,-0.021275720164609102,0.5028721335579385,0.5910357746311576
kalshi,7d,168.0,60,62.5,60-65,485,295,0.6082474226804123,0.6198969072164948,-0.0116494845360825,0.564115285889239,0.6506782177732969
kalshi,7d,168.0,65,67.5,65-70,539,337,0.6252319109461967,0.6701855287569574,-0.04495361781076068,0.5836147464193419,0.6650765845324497
kalshi,7d,168.0,70,72.5,70-75,515,347,0.6737864077669903,0.7193009708737864,-0.045514563106796135,0.6321377576934317,0.7128615638721483
kalshi,7d,168.0,75,77.5,75-80,524,410,0.7824427480916031,0.7693511450381679,0.013091603053435152,0.745129225916404,0.815645066977525
kalshi,7d,168.0,80,82.5,80-85,605,488,0.8066115702479338,0.8192892561983471,-0.012677685950413298,0.7732446910186154,0.8361092033276315
kalshi,7d,168.0,85,87.5,85-90,674,592,0.8783382789317508,0.8700148367952523,0.008323442136498493,0.8514915166529878,0.9008966519102873
kalshi,7d,168.0,90,92.5,90-95,1021,961,0.941234084231146,0.9201273261508325,0.02110675808031348,0.925086217005126,0.9540740356622129
kalshi,7d,168.0,95,97.5,95-100,2578,2536,0.9837083010085338,0.9775368502715283,0.006171450737005535,0.9780525878113938,0.9879245658606207
kalshi,3d,72.0,0,2.5,0-5,20529,277,0.01349310731160797,0.015725558965366065,-0.002232451653758096,0.012003396480098134,0.015164864536438418
kalshi,3d,72.0,5,7.5,5-10,6367,395,0.06203863672059055,0.06793623370504162,-0.005897596984451074,0.05637330300593989,0.06823214943538278
kalshi,3d,72.0,10,12.5,10-15,3909,426,0.10897927858787414,0.11822205167562036,-0.009242773087746223,0.09959167991512807,0.11913467997636354
kalshi,3d,72.0,15,17.5,15-20,2729,403,0.1476731403444485,0.16884206669109564,-0.021168926346647132,0.13485763140399348,0.16147919250852305
kalshi,3d,72.0,20,22.5,20-25,2350,468,0.19914893617021276,0.21908510638297873,-0.019936170212765975,0.1834988332256619,0.21578105034849193
kalshi,3d,72.0,25,27.5,25-30,2106,536,0.25451092117758783,0.26883190883190883,-0.014320987654320994,0.2363657178066664,0.2735500976744579
kalshi,3d,72.0,30,32.5,30-35,1719,507,0.2949389179755672,0.31810936591041306,-0.02317044793484585,0.2738579000165903,0.3169344281928051
kalshi,3d,72.0,35,37.5,35-40,1496,524,0.3502673796791444,0.36903074866310165,-0.01876336898395725,0.32650433133352064,0.3747974594689215
kalshi,3d,72.0,40,42.5,40-45,1375,591,0.4298181818181818,0.41928727272727273,0.01053090909090909,0.4038824700710916,0.45614496165130486
kalshi,3d,72.0,45,47.5,45-50,1690,758,0.4485207100591716,0.4701065088757397,-0.02158579881656808,0.4249520596592451,0.4723228685276645
kalshi,3d,72.0,50,52.5,50-55,1526,757,0.49606815203145477,0.5175950196592398,-0.02152686762778505,0.4710233114272684,0.5211327392383691
kalshi,3d,72.0,55,57.5,55-60,1224,655,0.5351307189542484,0.5683496732026144,-0.03321895424836607,0.5071221252666899,0.5629194827061953
kalshi,3d,72.0,60,62.5,60-65,1060,638,0.6018867924528302,0.6183962264150944,-0.01650943396226423,0.5721009329592154,0.6309368125096589
kalshi,3d,72.0,65,67.5,65-70,1000,635,0.635,0.6701900000000001,-0.035190000000000055,0.6046966883157053,0.6642700490659693
kalshi,3d,72.0,70,72.5,70-75,889,624,0.7019122609673791,0.7195275590551181,-0.017615298087738984,0.6710267055881697,0.7310602939423182
kalshi,3d,72.0,75,77.5,75-80,860,660,0.7674418604651163,0.770093023255814,-0.0026511627906976587,0.7380547841306135,0.7944502491995711
kalshi,3d,72.0,80,82.5,80-85,895,729,0.8145251396648044,0.8188826815642458,-0.004357541899441375,0.7877350748820169,0.8386266778450486
kalshi,3d,72.0,85,87.5,85-90,936,811,0.8664529914529915,0.8697649572649573,-0.0033119658119658,0.8431556443611785,0.8867545873204155
kalshi,3d,72.0,90,92.5,90-95,1423,1337,0.9395643007730148,0.9198735066760365,0.01969079409697827,0.9259597702479485,0.9508018829026186
kalshi,3d,72.0,95,97.5,95-100,4246,4160,0.9797456429580782,0.9782618935468677,0.0014837494112105443,0.9750545242499735,0.9835694395231704
kalshi,1d,24.0,0,2.5,0-5,55431,691,0.012465948656888744,0.015674802908120004,-0.0032088542512312603,0.011575475384284729,0.013423993541770611
kalshi,1d,24.0,5,7.5,5-10,19505,1096,0.056190720328120995,0.06777441681620097,-0.011583696488079977,0.05304535310967562,0.05951087370391439
kalshi,1d,24.0,10,12.5,10-15,11242,1138,0.10122753958370397,0.11861946272905177,-0.017391923145347807,0.0957872325408977,0.1069402894259776
kalshi,1d,24.0,15,17.5,15-20,8582,1250,0.1456536937776742,0.16879748310417153,-0.023143789326497327,0.1383487776536213,0.15327570328252826
kalshi,1d,24.0,20,22.5,20-25,7078,1386,0.19581802769143825,0.2193896580955072,-0.023571630404068955,0.18673912437704557,0.2052269427544192
kalshi,1d,24.0,25,27.5,25-30,6712,1612,0.2401668653158522,0.2690747914183552,-0.028907926102503007,0.23009745855141767,0.25053353191149025
kalshi,1d,24.0,30,32.5,30-35,6048,1811,0.2994378306878307,0.319307208994709,-0.019869378306878294,0.288024889084925,0.3111053987930658
kalshi,1d,24.0,35,37.5,35-40,5554,1953,0.3516384587684552,0.369458048253511,-0.017819589485055798,0.33918723337588735,0.36429478021730327
kalshi,1d,24.0,40,42.5,40-45,5072,2099,0.41384069400630913,0.4195623028391167,-0.00572160883280759,0.40035614604624603,0.42745565958614395
kalshi,1d,24.0,45,47.5,45-50,4971,2236,0.4498088915711125,0.46943673305169986,-0.019627841480587382,0.4360234830633445,0.46367181577792926
kalshi,1d,24.0,50,52.5,50-55,4194,2062,0.491654744873629,0.5178040057224607,-0.02614926084883168,0.47653887157990693,0.5067858922701631
kalshi,1d,24.0,55,57.5,55-60,3095,1653,0.5340872374798061,0.5685848142164782,-0.034497576736672086,0.5164812785787034,0.5516086812307943
kalshi,1d,24.0,60,62.5,60-65,2443,1460,0.5976258698321736,0.618501841997544,-0.020875972165370404,0.5780415401302328,0.6169036496196882
kalshi,1d,24.0,65,67.5,65-70,2164,1391,0.6427911275415896,0.6694223659889095,-0.02663123844731985,0.6223649950647699,0.66271118393281
kalshi,1d,24.0,70,72.5,70-75,1710,1136,0.664327485380117,0.7187602339181286,-0.05443274853801161,0.6415987894792737,0.6863194965513607
kalshi,1d,24.0,75,77.5,75-80,1658,1238,0.7466827503015682,0.7692460796139927,-0.02256332931242455,0.7251943623124313,0.7670306487836924
kalshi,1d,24.0,80,82.5,80-85,1557,1247,0.8008991650610148,0.8189531149646757,-0.018053949903660937,0.7803339386808748,0.8199832235475026
kalshi,1d,24.0,85,87.5,85-90,1559,1340,0.8595253367543297,0.8702950609364977,-0.010769724182167928,0.8413912547488491,0.8758919299321832
kalshi,1d,24.0,90,92.5,90-95,2038,1887,0.9259077526987243,0.9203974484789009,0.005510304219823348,0.9137172419691041,0.9364956246900923
kalshi,1d,24.0,95,97.5,95-100,6564,6386,0.9728823887873248,0.9789366240097501,-0.006054235222425319,0.9686678056625,0.9765437840932578
kalshi,6h,6.0,0,2.5,0-5,135390,1355,0.010008124676859444,0.015470492650860477,-0.0054623679740010336,0.009491634166277753,0.010552420776912515
kalshi,6h,6.0,5,7.5,5-10,42532,2169,0.05099689645443431,0.06815997366688611,-0.017163077212451805,0.048946390646113114,0.05312850517539097
kalshi,6h,6.0,10,12.5,10-15,21564,2085,0.09668892598775737,0.11883045817102579,-0.02214153218326842,0.09281590084282897,0.10070562427816411
kalshi,6h,6.0,15,17.5,15-20,16060,2283,0.1421544209215442,0.1685398505603985,-0.02638542963885429,0.13683904226800347,0.14764095409849454
kalshi,6h,6.0,20,22.5,20-25,13017,2590,0.1989705769378505,0.2190251209956211,-0.0200545440577706,0.19220148344902183,0.20591729867332575
kalshi,6h,6.0,25,27.5,25-30,11292,2792,0.24725469358838115,0.2693030464045342,-0.022048352816153027,0.23938421649280803,0.2552970828625229
kalshi,6h,6.0,30,32.5,30-35,9043,2662,0.29437133694570383,0.3184341479597479,-0.02406281101404406,0.28506656461946234,0.3038507432728301
kalshi,6h,6.0,35,37.5,35-40,8180,2807,0.3431540342298289,0.36909535452322734,-0.025941320293398462,0.3329412241298011,0.35351409533777023
kalshi,6h,6.0,40,42.5,40-45,7909,3158,0.39929194588443545,0.42011379441143,-0.020821848526994535,0.38854959995979754,0.41013207717626443
kalshi,6h,6.0,45,47.5,45-50,8034,3602,0.4483445357231765,0.46973487677371173,-0.021390341050535222,0.4374967750765258,0.45924167271771793
kalshi,6h,6.0,50,52.5,50-55,7058,3498,0.49560782091243977,0.5185633323887786,-0.02295551147633884,0.4839488196402431,0.5072716008234501
kalshi,6h,6.0,55,57.5,55-60,5736,3121,0.5441073919107392,0.5689452580195258,-0.024837866108786577,0.5311929775475661,0.5569627652868703
kalshi,6h,6.0,60,62.5,60-65,4616,2730,0.591421143847487,0.6186178509532063,-0.02719670710571931,0.577169729082057,0.6055205172675149
kalshi,6h,6.0,65,67.5,65-70,3881,2532,0.6524091728935841,0.6694022159237311,-0.016993043030146926,0.6372828133078797,0.6672341070216391
kalshi,6h,6.0,70,72.5,70-75,3474,2455,0.7066781807714451,0.7187564766839378,-0.012078295912492765,0.6913165861623111,0.721583184776078
kalshi,6h,6.0,75,77.5,75-80,2970,2257,0.7599326599326599,0.7690808080808081,-0.009148148148148239,0.7442416925687675,0.7749520667760476
kalshi,6h,6.0,80,82.5,80-85,2999,2449,0.8166055351783928,0.8192497499166389,-0.0026442147382460535,0.8023528795463856,0.8300481102360925
kalshi,6h,6.0,85,87.5,85-90,2913,2538,0.8712667353244078,0.8698764160659114,0.0013903192584964197,0.8586138912754369,0.8829416323429866
kalshi,6h,6.0,90,92.5,90-95,3794,3542,0.933579335793358,0.9205297838692672,0.013049551924090741,0.9252088146627971,0.9410727069256756
kalshi,6h,6.0,95,97.5,95-100,16959,16585,0.9779468129017042,0.9817913792086798,-0.0038445663069756053,0.975625882832163,0.9800512603181922
kalshi,1h,1.0,0,2.5,0-5,196532,1771,0.009011255164553355,0.015643152260191723,-0.006631897095638368,0.00860294809696357,0.009438756515962361
kalshi,1h,1.0,5,7.5,5-10,60564,2486,0.041047486955947426,0.06794432336041212,-0.02689683640446469,0.03949625660036126,0.04265693672063039
kalshi,1h,1.0,10,12.5,10-15,27299,2180,0.07985640499652003,0.11855122898274661,-0.03869482398622659,0.07669957853906567,0.08313146263724913
kalshi,1h,1.0,15,17.5,15-20,18871,2230,0.11817073816967834,0.16819034497376928,-0.05001960680409094,0.11364245691070934,0.12285444698913581
kalshi,1h,1.0,20,22.5,20-25,14095,2336,0.16573252926569707,0.21852004256828664,-0.05278751330258957,0.15968501821519288,0.1719622002343002
kalshi,1h,1.0,25,27.5,25-30,11082,2413,0.21774048005775132,0.2688512903807977,-0.051110810323046374,0.21015491850340837,0.2255216655820074
kalshi,1h,1.0,30,32.5,30-35,9012,2339,0.2595428317798491,0.31802041722148244,-0.05847758544163334,0.25059556677603595,0.26869501170972626
kalshi,1h,1.0,35,37.5,35-40,7796,2365,0.30336069779374036,0.36878783991790665,-0.06542714212416628,0.2932548172103887,0.31366027706537203
kalshi,1h,1.0,40,42.5,40-45,6739,2400,0.3561359252114557,0.419232823861107,-0.06309689864965129,0.3447877700015782,0.36764800781648604
kalshi,1h,1.0,45,47.5,45-50,6477,2691,0.41547012505789715,0.46908599660336575,-0.053615871545468596,0.4035219948796376,0.4275184675195669
kalshi,1h,1.0,50,52.5,50-55,5523,2642,0.4783632084012312,0.5174379866014847,-0.03907477820025346,0.46520839742138875,0.4915480980063073
kalshi,1h,1.0,55,57.5,55-60,3892,2062,0.5298047276464543,0.5683144912641316,-0.03850976361767733,0.5141022982015944,0.5454483775753673
kalshi,1h,1.0,60,62.5,60-65,3286,1992,0.6062081558125381,0.618965307364577,-0.012757151552038937,0.5893876593585043,0.6227806103843307
kalshi,1h,1.0,65,67.5,65-70,3160,2073,0.6560126582278482,0.6699145569620254,-0.013901898734177243,0.6392691661222738,0.6723772829287786
kalshi,1h,1.0,70,72.5,70-75,2748,1983,0.7216157205240175,0.7198544395924309,0.0017612809315865618,0.704557152908167,0.7380555323568568
kalshi,1h,1.0,75,77.5,75-80,2914,2268,0.7783115991763898,0.7696739876458476,0.00863761153054221,0.7628686344914342,0.7930217195291542
kalshi,1h,1.0,80,82.5,80-85,3119,2609,0.8364860532221866,0.8196184674575184,0.01686758576466818,0.8230940884542423,0.8490501535079503
kalshi,1h,1.0,85,87.5,85-90,3528,3104,0.8798185941043084,0.8707908163265305,0.009027777777777857,0.8686731668339226,0.8901377605870581
kalshi,1h,1.0,90,92.5,90-95,5813,5432,0.9344572509891622,0.9221159470153105,0.012341303973851692,0.927803892945006,0.9405367543230921
kalshi,1h,1.0,95,97.5,95-100,36132,35522,0.98311745820879,0.9833529835049264,-0.00023552529613635187,0.981736767432789,0.9843954285861354
